1,Moniquek oso harrera atsegina egin zigun .
1,"Etxeko jabeak Oso jatorrak dira , beti prest zuri laguntzeko ."
1,Apartamentua oso polita da .
0,Aukera gutxi .
1,Logela hau iragarkian agertzen dena baino askoz be hobegoa da .
1,Beharrezko guztia zuen .
1,Azaroko zubian egon gara 7 nagusi eta 7 haur eta egun zoragarriak pasatu ditugu .
1,Autoz joanez gero berriz nahiko toki dago aparkatzeko .
1,Inguru honetan asteburu pasa bazoaz pena merezi duen hotela da
1,Hotelaren kokapena primerakoa da era jabeek ahalegin handiak egiten dituzte etxean bezala sentí arazteko .
0,Ez da lau izarretako hotel bat .
0,Wifiarekin arazoak izan genituen .
0,Dutxa tamainuz eskaxa .
1,Bestela metroa hartzeko hiru aukera ditu gertu .
1,"Bertako nagusiak , Alexis-ek , euskaraz badaki eta famili osoa oso atsegina da ."
0,Ohe azpian ez begiratu mesedez !
0,Leihoko pertsiana hautsita zegoen .
1,Orokorrean oso aterpe gomendagarria !
0,70 € /logelako ordainduta kalitate gehiago izan beharko luke .
1,"Den-dena oso hurbil dauka : botika , oinezko kaleak betiko dendaz beteta , supermerkatua , tabernak , jatetxeak , &amp; quot ; El muelle &amp; quot ; izeneko merkatalgunea , aeroportura edon irlako beste puntu batzuetara joateko autobus geltokia , alde zaharrera joateko autobus geralekua , igandeetako merkatu txikia edo rastroa , kruzeroak ailegatzen diren kaia , &amp; quot ; Las canteras &amp; quot ; izeneko hondartza eta bere pasealekua ..."
1,"Hotel txukuna da , nahiko berria ."
1,"Kokapenari buruz , aipatu behar da toki pribilejiatuan dagoela Burdeoseko erdigune osoa oinez ezagutu ahal izateko , eta hori abantaila handia da ."
1,Jabeak ere maitagarriak dir .
1,Asteburu bat lasai lasai pasatzeko leku mundiala iruditu zaigu .
1,"Nagusia oso jatorra , herria eta ingurua zoragarria ."
1,Sorte on eta beste bat harte .
1,"Guztiz gomendagarria , heldu ta haurrentzat ."
1,Mila esker bihotzez eta beste baten ikusiko gara !!!!
1,Zegoena kalitatezkoa zen behintzat .
1,Inguruan nahi beste jatetxe daude .
0,1. pisuan ez zebilen airea .
1,Pisu ederra Avignon bihotzean .
1,"Leku galanta , jende galanta Oso guztora egon gara leku ederra lasai egoteko eta Etxeko emakumea oso jatorra ."
1,Gure komun pribatua oso garbi zegoen eta egunero aldatzen zuten toallak .
1,"Zorionak biori , duzuen altxorra ( etxea ) hain eder mantentzeagaitik ."
1,"Bertako andrea , Clara , oso atsegina da eta informazio pilo bat eman zigun ."
1,Ondo kokatua Baiona erdi erdian .
1,Web orrian datorren iragarkian garajea eskaintzen da etxebizitzaren prezio barnean .
1,Tren geltokitik gertu dago .
1,"Etxe osoa ere alokatzen dute , eta zoragarri antolatua dago koadrila osoak , ume eta guzti etxeaz disfrutatzeko ."
1,"Komuna ondo , toailak daude , baita gela eta abar ere ."
1,Dena oso goxoa zegoen .
1,"Bestalde , igogailua dauka , eta beste etxe batzuetan ez bezala , telebista badabil ."
1,6 pertsona bildu ginen 3 egunez lan egiteko eta ezin gustorago egon ginen !!
1,Gosaria aparta zen bai jatekoa eta gainera detaile guztiekin jarria .
1,"Mila esker Alicia , Luismi , Noe eta Adari"
1,Igerilekua bikaina .
1,Beraz hiriko edozein lekuetara oinez irusteko guziz aproposa .
1,"Amsterdamera itzuliez gero , ez dugu zalantzarik , berriro saiatuko ginatekeela bertan ostatu hartzen ."
1,Eskerrik asko atzoko bizipenarengatik !
1,Oso anfitrioi ona da Tim .
0,Heltzerakoan parkingaren gaia ez dago argi .
1,Wifia gune orokorretan ondo zebilen .
1,Sekula ez gera horrelako nekazal turismoko etxe politean egon .
1,"Gomendatu egiten dizuet Pagorri , eta espero dut laster aukera izatea egin ditudan lagun berrien etxeak ezagutzeko ere : Uxarte , Txopebenta , Bisalde ... Haien berri emango dizuet joan bezain laster ."
1,"Aliefkari buruz aipatu behar da , hasieratik konfidantza transmititzen duen pertsona dela , hurbilekoa , oso esku zabala , benetan jatorra eta alaia , eta pozgarria bide honetatik bera ezagutu izana ."
0,Iruzkinak euskaraz egiteko aukera ez izatea .
1,"Dena gustatu zaigu * Apartamentu garbi , berri eta altzariz ondo ornitua , kokapen ezin hobea , zentroan eta tabernatatik gertu. * Lotarako soinurik ez. * Sukaldea ondo ornituta * Kotxea uzteko lekua sobran eta dohain apartamentutik 5-10 minutura dauden aparkaleku publikoetan * Hondartza 5 minutura"
1,Kafea doan .
1,Bi edo hiru lagunentzako logela merkea .
1,Gustura egon ginen .
1,Hotela zoragarria da .
1,Bukatzean oso gune polita geratuko da .
1,Asteburu zoragarria Zelaikoetxen pasa duguna !
1,Ostatua orohar oso gomendagarria .
1,Itzultzeko prest egon gara guztiok .
1,Hiria ezagutzeko gertutasuna .
1,Gosaria aparta .
0,Tranbiaren zarata gau osoan .
0,Kalera ematen duten geletan trafikoaren zarata entzuten da goizetan .
1,I : ikusgarria .
1,"Oso ongi pasa genuen , Txaro eta Tomas oso ongi portatu ziren gurekin , gosariak oso gozoan zenden eta oso instalazio onak zituen etxea ."
1,"Asteburu ezin hobea pasa dogu Jennifer-en etxien , hondartzatik oso gertu dago , udarako leku primerakoa Somon egoteko ."
1,Kalitate/prezio erlazio ona du
1,Dena den hoteletik gertuago beste bi geltoki daude .
0,Booking orrialdean gosaria sartuta zegoela baina ez da egia .
0,Autoa ezinbestekoa da hara heltzeko 800 metroko pista bat hartu behar da eta .
1,Logela nahiko garbia zegoen .
1,"Beraiek , Alicia , Luismi , Noe eta Ada oso jatorrak , lekua oso polita eta giroa ezinhobea ."
0,Ez dut errepikatuko .
1,413 logelak lorategira ematen du .
1,"Apartamentua atikoa da eta terrazatxo bat dauka , bertatik Erromako bista politak daude"
1,"Asmatu genuelakoan gaude , lo egiteko behar den guztia dauka ( logela handia , ohe erosoa ) , toki egokian kokatzen da eta langileak oso atseginak dira ."
1,"Dana ondo , alde txarrik ez ."
0,"WiFia ez zebilen bat ere ondo hala ere , kontuan izanik oporrak egunerokotasunetik deskonektatzeko direla ......"
1,Arabar lautada edo inguruko mendiak ezagutu nahi dituztenentzat ostatu aukeratzerakoan kontutan izateko moduko etxea .
1,Aterpe polita eta oso garbia .
1,Oinez joan zaitezke gune gehienetara .
1,Guk errepikatu dugu .
1,"Den den , batez ere afaria eta bertokoen trato hurbila"
1,"Gela bakoitzak bere komuna du , hau ezinhobea da !!"
1,"Asko gustatu zaigu apartamentua , oso eroso eta modernoa da ."
1,Txukuna eta atsegina .
1,"Lekua zoragarria , etxea polita , ohea oso erosoa ."
1,Kokapena ezin hobea ; zentroan eta edozein lekutara joateko komunikazio onarekin .
1,Gomendatzen dut
0,Beheko jatetxean aurrekaldean egokitze lanetan ari ziren eta horrek ingurua zatartzen zuen .
0,Komuna txikia eta estua .
0,Sarrera ordua aurreratu beharko litzateke .
1,"Eguraldi txarra izan dugu , baina sutondoan oso ongi igaro dugu asteburua ."
1,Eskerrik asko guztiagatik !!!
1,Dekorazioa zainduta eta oso atsegina .
1,"Oso eroso , bikain ."
1,Jatetxea oso atsegina .
1,Sandrine nahiz eta Normandiakoa izan euskaraz primeran mintzo da !!!!
1,Guztia bikaina izan zen benetan .
0,Saiatuarren langileek ez zuten konponbiderik kausitu .
1,"Etxeko nagusiez zer esan ... harrera bikaina izan da , hurbileko tratua , detailera zaindutakoa eta euskaraz gainera , nire kasuan asko eskertzen dudana ."
1,Oso ongi
1,Logela on eta baiñu ederrarekin .
1,Kokapena ona da .
1,Bestela dena primeran !
1,"Aukera ugari eskaintzen dituzte lauan paseatzeko eta mendira joateko , tartean Toloñora ."
1,"Udazkeneko asteburu batean , eguraldi txarra egin duen arren , oso gustora egon gara. kanpoan zehar oinez ibiltzeko eta arnasa hartzeko toki ederra da , eta bueltan etxea beheko suarekin epelduta aurkitzea sentsazio ezin hobea ."
0,Garaiz joan behar da .
1,Mila Eskar !!
1,Gure egonaldia Oscarren pisuan oso esperientzia ona eta polita izan da .
0,Jan aukera gutxi eta kalitate exkaxekoa .
1,Kokapena primeran .
1,"Gosaria self-service modukoa da , nahiko dezentea ( fruta , enbutidoak , gazta desberdinak , arrautsak , zukuak jogurta , zerealak , ogi desberdinak ... )"
1,Langileak oso oso jatorrak izan dira
1,"Gela handiak , komunak ere bai ."
1,"Gisela , etxeko nagusia , oso atsegina da ."
0,Ezin da txartelagaz ordaindu Gosaria
1,Logroñotik 5-10 minututara dago eta autobusa etxe aurrean hartzen da ( gaueko zerbitzua dago ) .
1,Hondartzara oinez joateko edrto kokatua eta baita autobusa hartzeko ere .
1,"Bizi izandako esperientzia , esperotakoa baino askoz hobea izan zen , egia esan , ia etxean baino hobeto hartu bait ninduten ."
1,Dena berri berria .
1,"Kuadrillarekin asteburu ederra pasa dugu baserri honetan , oso leku polita , baserria primeran dago eta Ainara maju majua da ."
0,"Pertsonak ere ez du gehiegi laguntzen , ez dakit inglesagatik edo bestela baina ..."
1,Bragatik ere gertu dago .
1,"Hark emandako aholkuak jarraitu ditugu eta oso ongi joan zaigu.Eta gainera , Mendukiloko kobazuloak ikusteko laguntza eman zigun ."
0,Plaza peatonala denez ezin da bertan aparkatu nahiz karga/deskarga aukera badagoen eta autoa minutu batera aparkatzen den .
1,kokapena oso atsegina baldin eta naturan murgilduta egon nahi duzun .
0,"Okerrena , lo egiteko txarra izanez gero , errepideko autoek sortzen duten zarata ."
1,Herritik gertu dago .
0,Eman ziguten lehenengo gelan aire girotua ez zebilen .
1,Dena oso garbi .
0,Lehenbiziko gaua aire girotuak tarteka zarata egin zuen .
0,Garbigailurik ez zegoela eta egonaldi luze baterako beharrezkoa da .
1,Larunbat arratsaldea izanik ez genuen ordaindu behar izan .
1,Ongi-etorri atsegin eta goxoa .
1,"Apartamentua ondo ekipatuta dago , batez ere sukaldea ."
1,"Hotel garbia , ondo kokatuta , wifi konexio ona eta kalitate-prezio erlazio egokia ."
1,"Baina gertu baziren beste ondartzak , erosoak eta egokiak ."
1,"Logela eta komuna ederki daude , ohe ona eta gosaria ona da ."
0,Portaletik etxera iristeko igogailurik ez .
1,Oso garbia eta txukuna .
0,Harreran zeuden langileen arreta ez zen onena izan .
1,Pisua xarma handiko plaza batean dago .
1,MUNDIALA !!!!!
1,Ez dugu ezer negatiborik esateko .
1,"Hoteleko jabeaz bai esan , espero baino beranduago heldu ginen arren , bere aldetik oso jarrera ona egon zela ."
1,Etxea oso ondo zaharberritua dago .
1,Umeentzako parke tematiko delako bat baino askoz ere interesgarriagoa .
1,"Bertara iritsi eta Sanson eta Piratak egin ziguten ongi-etorria , eta geroztik dena zoragarria izan zen ."
1,Dutxak be oso onak eta zerbitzue oso ona .
1,"Dudarik gabe , errepikatzeko moduko lekua !"
1,Kokapena ezin hobea da .
1,"Esperientzia polita izan da , eta egon ziur noizbait bueltatuko garela ."
1,"Pistina ere badauka , guk eguraldia dela eta ezin izan genuen erabili , baina itxura oso ona du !!"
1,Izugarri ondo pasa deu asteburua lurdeian .
1,"Eskerrik asko danagatik , Aliefka !"
1,Egon zihur itzuliko garela .
1,Noiz bueltatuko garen zain agurtzen da bizkai-arabatar bikotea .
1,"Gauza bat azpimarratuko genuke : baserri osoa ( alegia , bi etxeak eta igerilekua ) zuhaitzez-eta inguratuta daude , eta bero egin arren primeran egoten da ."
0,"Espazio oso txikiak , distribuzio bitxiak eta benetako sukalde baten faltak deserosoa bilakatzen du egonaldia ."
1,"Eskerrik asko denagatik , eta gora Euzkadi ."
0,Eta wifi konexioa askotan motel ala katibatuta zegoen .
0,"Laugarren izarra ez du merezi , izan ere , hiru izarreko hotel normaltxu baten logelak ditu ."
1,Benetan ez ginela damutu .
0,Logelak barneko patio batera ematen zuen eta oso iluna zen .
1,"Etxeari dagokionez , oso atsegina da , leku askokoa , erosoa , garbia eta erabat jantzia ."
1,Ondo kokatuta .
1,"Etxe ondoan dagoen txokoan egon ginen denbora gehiena , oso ondo ekipatuta baitzegoen sukaldea eta han lasai egoteko leku aproposena delako ."
1,Leku bikaina !
1,Dena oso ondo .
1,"Gainera etxean egindako ardoa froga dezakezue , guri asko gustatu zaigu ."
1,"Etxea argazkietak ikusten dan bezalako da , oso erosoa eta atzegina Atenas-en egun batzuk pasatzeko ."
1,Oso argitsua .
1,"Portofinora jun nahi genun , baina ez genun beste ezer aurkitzen inguruan eta horregatik bukatu genuen hor , eta izugarrizko zortea izan zen ."
0,Igogailurik ez du .
0,Batzuetan argiak salto egiten zuen .
1,Zoria haiek aurkitzea .
1,Mendia egitea bada zeure helburua bertako jaunak aholku baliagarriak emango dizkizu .
1,Nagusiak oso jatorrak eta ingurua ederra .
1,"Hotelak lasai egoteko guneak ditu , barruan taberna , kanpoan terraza ."
1,"Konfidantza osoa adierazten dute , eta egon garen denbora , gustora ."
1,"Erosoa , ondo kokatuta eta ekipatuta dagoen duplexa ."
1,"Langileen arreta ere , aparta ."
1,"Kaixo Arantxa ! beandu baiño seguru , zein ondo pasa genuen txopebentan izan giñen 3 egunetan , nahiz eta eguraldiak asko ez lagundu oso ondo moldatu giñek inguruak ezagutzeko , noski Arantxaren gomendioak jarraituz ."
1,"Anaren pisuan asteburua igaro ostean , oso pozik gelditu gara ."
1,Gosaltzeko eremua atsegina da eta egunkariak irakurriz eguna primeran has dezakezu .
1,Duela hilabete batzu izan ginen eta egia esan oso ondo egon ginen Ozekan .
1,Behar genuen guztia eskaini zigun .
1,Primerako tratua eta ingurunea ikusgarria .
1,DENA !
1,"Beharrezkoa den guztia dauka , itotasunik eragin gabe ."
1,Ingurunea ere oso polita da eta posibilitae asko dauka egunero txangoak egiteko .
0,"Inguruan ez dago gauza asko , ia ezer ."
0,"Aire egokitua altuegi dute hotel osoan , kriston hotza egiten du ."
1,Harrerako langileak ematen dizu hurbiltzeko informazioa .
1,Harrerako neska benetan sinpatikoa eta prest edozer laguntza emateko ; esaterako gosaria jarritako orduan baino goizago emateko .
0,Gosaria oso garestia da .
1,Kokapena oso ona da eta langileak oso atseginak .
1,Etxeko jabeak ere jatorrak .
1,Piszina eta jardina oso ongi eta lekua paregabea paseatu eta egun batzutan deskonektatzeko .
0,"Pertsianarik edo kortinarik ez duenez , ezinezkoa da etxea fresko mantentzea udan ."
0,Hozkailu txikia logelan izatea ongi legoke .
1,Hondartza aurre-aurrean dauka .
1,Orain urte batzuk leku berean egon ginen arren errepikatzea erabaki genuen .
1,Biziki gomendateko moduko ekosistema bat da .
1,"Sukaldea alboan , ume txikiarentzako sukaldatzeko arazo gabe ."
1,"Harrera ezin hobea izan genuen , oso ongi atendittuak izan giñen eta eskertzekoa da ."
1,"Kokapena da duen hoberena , erdigunean , jateko eskaintza handia inguruan , autobus geltokia ere bertan dago , irteerak eta egiteko mundiala ."
1,Astebete pasatu dugu pisu honetan eta oso gustora egon gara .
1,Gure hiru alabekin joan gara eta bost pertsonentzat pisua oso ondo dago .
1,Iragarkiaren azalpenak ongi adierazten du etxea nola dagoen .
1,"Apartamentua oso ondo kokatuta dago , kostatik gertu ; eta inguruko herriak oso politak dira ."
1,Antonio oso abegitsua eta lagunkoia izan da gurekin .
1,Benetan etxe ederra !
1,"Marsella eta ingurua ezagutzeko leku seguru eta lasaiaren bila genbiltzan eta leku hau topatu genuen , gure asmoekin bat egiten zuena ."
1,"Animatu zaitezte , merezi du !"
1,Logela ongi .
1,"Egoitza benetan atsegina , etxean bezala sentiarazten zaituena ."
1,MILESKER guztiagatik Josu eta Bego !
0,Etxea aurkitzea asko kostatu zitzaigun .
0,Logelak nahiko zikin .
1,Izugarrizko sorpresa hartu genuen bertaratu ginenean .
1,Ondo kokatuta alde zaharretik hur .
0,"2. pisuan airea bai , Siberia pisua deitu genion , baina wifia oso ahul ."
1,"leku onean dago , tren geltokitik gertu ."
1,Etxea berezia oso .
1,Merkea da eta ondo komunikatua ( 50. tranbiaren geltokia aurrez aurre du ) .
1,Logela erraldoia eta zabala da .
1,"Etxe bikaina , oso polita , gustoarekin berritua ."
1,Ia guztiarengatik : Oso harrera ona .
0,Gosarian gauza gutxi eta kalitate ertainekoak .
1,"Ederki ibili gara eta Eugenia bera oso atsegina da , abegitsua ."
0,"Zerbait aipatzeagatik eta lagundu nahian , gosariak oso oinarrizkoak izan dira ."
0,"Izan ere , frantsesez bakarrik daki ."
1,Zelako astea zuen etxean pasatutakoa !
1,Bertako emakumea ere oso jatorra zen !!
1,Bertako langileak oso jatorrak ziren .
1,"Komuna ere ederra , hidromasaje eta guzti ."
1,"Garbia , polita ."
1,Oso jatorra .
1,"Gozaria goraipatzekoa da , etxean prestaturiko ogia eta mermeladekin ."
1,Inguruan zerbitzu guztiak eskura dituzu .
1,"Hain talde handia izanda , etxeko jabeak ohe gehiago jarri zizkigun eta dena zegoen primeran ."
1,Bisitari guztiontzako gozari bikaina prestatzen dute mahai amankomun batean .
1,"Etxean oso gustora egon ginen , pertsona talde handi batentzako oso aproposa ."
0,"Hasieran kosta zitzaigun topatzea , gaua zen , euria ari zun , ta Broncova 18ra iristerakoan ez zegoen inongo txartelil ."
1,"Hau bai da benetako nekazal turismoa , eta gainera ondo jan , hobe berriketa , eta bikain zuen adeitasuna ."
1,Goiko pixuko suita izugarria .
1,"Jose aurkitu genuen halabeharrez Bocas del Toro-ra iristen ginenean , eta horri esker artxipelago guztiko hotel onenean ostatu hartu genuen ."
0,"Bestalde , janaria prestatzeko ontzi aldetik urri samar sumatu dugu sukaldea ."
1,Gaztelua harrigarria eta herria oso ederra .
1,Dena perfektua .
1,"Turingo hiribarnetik hiru kilometrotara , tram geltokia hotelaren ondoan dago ."
0,"Zentrotik apur bat urrun dago , 30 minutu garraio publikoan ."
1,"Gustora izan gara , gune lasai eta egokia ."
1,Errepikatzeko modukoa eta zeharo gomendagarria !!!
1,"Kotxez joanda , aparkaleku oso erosoa du sotoan ."
1,103 autobusak bertan usten zaitu eta pila bat daude
1,Apartamentua oso polita iruditu zaigu .
1,Hotelean ondoan supermerkatu bat dago eta ondo dator erosketak egiteko .
1,"Zentrotik hurbil , wifi konexio bikaina eta nahiko hotel erosoa ."
1,"Hotelaren kokapenak inguruko hainbat herri interesgarri bisitatzeko aukera ematen du , eguneko irteerak eginez eta bertara lo egitera joanez ."
1,Benetan bixita gomendagarria .
1,Komuna eta logela handiak .
1,Toki dotore eta lasaia .
1,"Etxea oso ondo dago , zabala eta erosoa ."
0,sofa-ohea nahiko deserosoa .
1,Guztiz gomendagarria .
1,"Bikaineko hotela , oso polita eta ondo kokatuta , hondartza ondoan ."
1,Jabe italiar sinpatikoa dauka eta eman zigun gela handi-handia zen .
1,Inoiz ahaztuko ez dugun asteburua igaro dugula jakitea nahi genuen .
0,Okerrena logelako komunean zegoen usain txarra .
1,Dena oso oso ondo
1,"Jarduera beraientzat prestatuta zeukan Agustinek , baina niri ere utzi didate tailerrean parte hartzen eta zoragarri pasa dugu !! ."
1,Pareja batendako itzela eta dirudiena baino handiagoa .
0,Bete beharrezko agiria Euskeraz ez izatea
1,"Azkenik , jabea Josu oso jatorra ."
1,"Umeekin eta bestela ere , lasai egoteko leku zoragarria ."
0,"Gure gela ere txikiegia zen pertsona birentzat , beraz nahiko deserosoa , eta garbiketa justua zen ; adibidez , toallak sarriago aldatzea ez litzateke txarto egongo ."
1,"Oso tratu ona , tratu familiarra ta gertukoa.Familia batek kudeatuta ."
1,Etxe honetan behar duzun guztia aurkituko duzu .
1,Bizkaiko baserri eder batean asteburu eder bat pasatzeko aukera bikaina .
1,Ondoko kaleetan ez dago kotxea aparkatzeko problemarik .
1,"Bestela , etxea iragarkian ageri den bezalaxe topatu dugu : ondo eta egoki ."
0,Ez zaigu ezer gustatu .
1,"Langile guztien arreta ona eta bereziki Juan jantokiko langilearena , jatorra atsegina eta oso profesionala .."
1,"Gela bikaina , jabea oso jatorra , dena oso garbia eta gosaria kristona ."
1,"Parajea zoragarria , ume txikiekin mendi inguruetan paseotxo ederrak emateko : Murua , Unza , Gorbea inguruak esaterako ."
1,Dena oso garbi egon da .
0,Kale handi batean dago eta pixka bat zaratatsua da .
1,Iruñeatik eskura eta jabeak arretatsu eta jatorrak .
1,Etxea erabat ekipatua dago .
1,"Eta horrela izan zen , leku atsegin , bakarti , hondartza txikiz beterik , non , zorionez , ia inor ez zebilen ."
1,"Baina hau ez da oztopoa , garraio publikoa oso ona eta merkea delako Berlinen ."
0,"Hotela zaharkituta dago , moketa lurrean , gela txikia eta ohe ez oso handia ..."
1,"Oso gustora , lasai egoteko lekua , neskie oso majie ondorioz leku aproposa , berriro bueltzeko modukoa ."
1,Guk nahi genuena han bilatu dugu .
1,Etxea bikain eta exeko andrea bikain .
1,"Eskerrik asko inguruko leku ikusgarrien inguruan informatzeagatik eta laburmetrai maratoi hori gomendatzeagatik , azkenean joan ezin izan genuen arren ."
1,"Gainera , nire logelak terraza zuen.Autobus eta tren geltokiak nahiko hurbil daude ."
1,Hotelaren kokapena .
0,Herria bera ibiltzen ez dago horren gertu ; ez genuen guk egin baino nik 15-20 bat minutu behintzat botatzen dizkiot .
1,Gosaria ondo
1,Etxea polita eta eta dena oso garbia .
1,Egun zoragarria pasa genuen gure ezkontza egunean .
1,"Eta oso ondo kokatuta , erdigunean bertan ."
1,A : ahaztezina .
1,"Nagusientzako leku zoragarria da , eta hango jendea guztiz maitagarria da ."
1,Sarreran zegoen gizonak arreta bikaina prestatu zigun .
1,"Etxea argazkietan ageri den bezelakoa da , oso eroso eta gustagarria da eta beharrezko guztiarekin hornitua dago , baina gauzarik onenetariko bat Juana eta bere senarrak , Arturoren gurasoek , nolako goxotasunez hartu gintuzten izan da ."
1,"Benetan asteburu zoragarria pasatu dugula , aterpetxea oso atsegina eta bertakoak zer esanik ez , etxean bezala sentitu gara ."
1,"Jabea , mutil gazte bat , oso jatorra ."
1,Negutegien lurraldean naturaren eztanda zoragarria .
1,Ingurune eder eta lasaia da .
1,Errepikatzen saiatuko gara !
1,Oso asteburu ederra pasatu dugu nire bikote kideak eta nik .
1,"Ingurua oso ondo ezagutzen dute , eta beraiek emandako argibideak zuzenak eta egokiak izan dira ."
1,"Osondo seinalatua dago , bertara iristeko oso erraza ."
1,Dena den aukera onena txirrindaz egitea da .
1,"Behekaldean dagoen taberna , egongela eta jatetxea eremu irekia eta zabala dira ."
0,"Ormak paperezkoak ziruditen , dena entzuten zen ."
1,Zerbitzua ere ona da .
0,"Ohea sofa-cama bat zen , ez oso eroso lo egiteko ... Ez zegoen aire giroturik eta bero izugarria pasatu genuen ..."
1,"Kontutan hartzekoa da , bereziki , etxetik oso hurbil dagoen Vondelpark ."
1,Oso gustora ibili gara herritxo hontan .
1,"Inguru ikaragarria da , oso ibilbide polita eta errezak daude , baita ume txikiekin egiteko ere ."
1,"Sagardoaren laguntzaz Perikorekin bueltatxo bat egiteko gogoz geratu gara eta berriz bixitatzeko aukera bikaina Hala ere , Aralarrera joateko txangoan apúntatuko gara , beraz laister arte !"
1,Herritik oso hurbil dago oinez joateko eta kokapen ona du Algarbea ezagutzeko .
1,"Zer ikusi pentsatuta neukan arren , beraiek aholkatutako ibilbide bat baino gehiago egin nituen eta espero ez nituen leku ederrez gozatzeko aukera izan nuen , aholku paregabeak !!!!"
1,Hango langileek asko lagundu ziguten .
1,"Zelaikoetxetik etxera iritsi berriak gara , asteburu bikaina pasa ondoren ."
1,"Gauez berarekin ta hosteleko beste batzuekin batera herriko taberna batera jun ginan farran , sekulako gaba izan zan ."
1,Tratu ezinhobea .
1,Ikaragarri gustatu zaigu etxea .
1,Hotelean bertan antolatzen dizute Angkor-erako bixita gidatua .
0,Wiffia eskasa .
1,Besarkada aunitz eta milesker astebukaera hau posible egiteagatik !!
1,Errepikatzeko modukoa !
0,Arrazoi honegatik ez naiz bueltatuko hotel honetara .
1,Leku aparta !!!
1,Gainera deskontuak dituzu hotelean egoteagatik .
1,"Euskal Herriko leku eder honetan , itsasoa begiratuz , isiltasuna ta lasaitasuna geratzen dira zurekin ."
1,"Etxea oso erosoa da , gela guztiek bainugelarekin , jacuzzi ere badute ."
1,Gelak eta egongelak zabalak eta goxotasunez beteta .
0,"Etxe zahar batean apartamentu txikia da , 3. pisuan ."
0,Gela txikia zen .
1,Oso gustora izan gara 11 pertson batera .
